ID,WF_ID,SALARY_MONTH,STARTDATE,ENDDATE,PAID_DAYS,OVERTIME_HOURS,TOTAL_LEAVE_TAKEN_CURRENT_MONTH,LEAVE_CARRY_FORWARD,TOTAL_LEAVE_AVAILABLE,LEAVE_ADJUSTED,LEAVE_BALANCE,LEAVE_DEDUCTION,BASIC_DA,HRA,SPECIAL_ALLOWANCES,ACTUAL_BASIC_DA,ACTUAL_HRA,ACTUAL_SPECIAL_ALLOWANCES,PRODUCTION_INCENTIVE_BONUS,PF,ESI,TDS,SHOP_FLOOR_FINE,OTHER_DEDUCTION,ADVANCE,OVERTIME_WAGES,WORKINGDAY_WAGES,TOTAL_WAGES,TOTAL_WAGES_AFTER_DEDUCTION,EMPLOYER_EPF,EMPLOYER_ESI,ADMIN_CHARGES,EDLI_CHARGES,CREATED_ON,MODE_OF_PAYMENT,PAID_STATUS
F0990E25-43E0-EB11-A40F-08F1EAEF4310,AE3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.29,98.23,5,0,1,1,0,4,9634.00,0.00,0.00,8259.00,0.00,0.00,4720.00,991.00,97.00,0.00,0.00,0.00,0.00,4550.00,8259.00,8259.00,11891.00,991.00,421.82,41.30,41.30,2021-07-09 04:50:58.763,,UnPaid
F1990E25-43E0-EB11-A40F-08F1EAEF4310,AF3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,121.97,0,0,1,0,1,0,9634.00,0.00,0.00,9634.00,0.00,0.00,5809.00,1156.00,116.00,0.00,0.00,0.00,0.00,5649.00,9634.00,9634.00,14171.00,1156.00,501.90,48.17,48.17,2021-07-09 04:50:59.593,,UnPaid
F2990E25-43E0-EB11-A40F-08F1EAEF4310,B03155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,23.00,107.70,5,1,2,2,0,3,9634.00,0.00,0.00,8522.00,0.00,0.00,5318.00,1023.00,104.00,0.00,0.00,0.00,0.00,4988.00,8522.00,8522.00,12713.00,1023.00,449.80,42.61,42.61,2021-07-09 04:51:00.280,,UnPaid
F3990E25-43E0-EB11-A40F-08F1EAEF4310,B13155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.95,125.88,0,4,5,0,5,0,9634.00,0.00,0.00,9245.00,0.00,0.00,6170.00,1109.00,116.00,0.00,0.00,0.00,0.00,5830.00,9245.00,9245.00,14190.00,1109.00,500.99,46.23,46.23,2021-07-09 04:51:01.077,,UnPaid
F4990E25-43E0-EB11-A40F-08F1EAEF4310,B23155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,152.20,1,0,1,1,0,0,9634.00,0.00,0.00,9634.00,0.00,0.00,7295.00,1156.00,127.00,0.00,0.00,0.00,0.00,7050.00,9634.00,9634.00,15646.00,1156.00,550.19,48.17,48.17,2021-07-09 04:51:01.843,,UnPaid
F5990E25-43E0-EB11-A40F-08F1EAEF4310,B33155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.64,131.20,0,5,6,0,6,0,9634.00,0.00,0.00,9501.00,0.00,0.00,6407.00,1140.00,119.00,0.00,0.00,0.00,0.00,6077.00,9501.00,9501.00,14649.00,1140.00,517.01,47.51,47.51,2021-07-09 04:51:02.653,,UnPaid
F6990E25-43E0-EB11-A40F-08F1EAEF4310,B53155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,125.02,1,5,6,1,5,0,9634.00,0.00,0.00,9634.00,0.00,0.00,6036.00,1156.00,118.00,0.00,0.00,0.00,0.00,5791.00,9634.00,9634.00,14396.00,1156.00,509.28,48.17,48.17,2021-07-09 04:51:03.500,,UnPaid
F7990E25-43E0-EB11-A40F-08F1EAEF4310,B63155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.14,14.50,2,0,1,1,0,1,16678.00,0.00,0.00,15485.00,0.00,0.00,1163.00,1800.00,125.00,0.00,0.00,0.00,0.00,1163.00,15485.00,15485.00,14723.00,1800.00,541.06,75.00,75.00,2021-07-09 04:51:04.293,,UnPaid
F8990E25-43E0-EB11-A40F-08F1EAEF4310,B73155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,80.68,1,1,2,1,1,0,9634.00,0.00,0.00,9634.00,0.00,0.00,3737.00,1156.00,100.00,0.00,0.00,0.00,0.00,3737.00,9634.00,9634.00,12115.00,1156.00,434.56,48.17,48.17,2021-07-09 04:51:05.107,,UnPaid
F9990E25-43E0-EB11-A40F-08F1EAEF4310,B83155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,21.00,77.18,6,0,1,1,0,5,8758.00,0.00,0.00,7074.00,0.00,0.00,3420.00,849.00,79.00,0.00,0.00,0.00,0.00,3250.00,7074.00,7074.00,9566.00,849.00,341.06,35.37,35.37,2021-07-09 04:51:05.733,,UnPaid
FA990E25-43E0-EB11-A40F-08F1EAEF4310,BA3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,21.00,71.38,6,0,1,1,0,5,8758.00,0.00,0.00,7074.00,0.00,0.00,3091.00,849.00,76.00,0.00,0.00,0.00,0.00,3006.00,7074.00,7074.00,9240.00,849.00,330.36,35.37,35.37,2021-07-09 04:51:06.420,,UnPaid
6FB06A2B-43E0-EB11-A40F-08F1EAEF4310,BB3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,79.72,5,5,6,5,1,0,8758.00,0.00,0.00,8758.00,0.00,0.00,3442.00,1051.00,92.00,0.00,0.00,0.00,0.00,3357.00,8758.00,8758.00,11057.00,1051.00,396.50,43.79,43.79,2021-07-09 04:51:07.077,,UnPaid
70B06A2B-43E0-EB11-A40F-08F1EAEF4310,BE3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,106.62,0,5,6,0,6,0,11501.00,0.00,0.00,11501.00,0.00,0.00,6055.00,1380.00,132.00,0.00,0.00,0.00,0.00,5895.00,11501.00,11501.00,16044.00,1380.00,570.57,57.51,57.51,2021-07-09 04:51:07.980,,UnPaid
71B06A2B-43E0-EB11-A40F-08F1EAEF4310,BF3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,16.00,55.08,11,0,1,1,0,10,8758.00,0.00,0.00,5390.00,0.00,0.00,2319.00,647.00,58.00,0.00,0.00,0.00,0.00,2319.00,5390.00,5390.00,7004.00,647.00,250.54,26.95,26.95,2021-07-09 04:51:08.480,,UnPaid
72B06A2B-43E0-EB11-A40F-08F1EAEF4310,C13155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,90.22,0,1,2,0,2,0,11501.00,0.00,0.00,11501.00,0.00,0.00,5074.00,1380.00,124.00,0.00,0.00,0.00,0.00,4989.00,11501.00,11501.00,15071.00,1380.00,538.69,57.51,57.51,2021-07-09 04:51:09.327,,UnPaid
73B06A2B-43E0-EB11-A40F-08F1EAEF4310,C23155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,18.00,54.12,9,0,1,1,0,8,8758.00,0.00,0.00,6063.00,0.00,0.00,2279.00,728.00,63.00,0.00,0.00,0.00,0.00,2279.00,6063.00,6063.00,7551.00,728.00,271.12,30.32,30.32,2021-07-09 04:51:09.887,,UnPaid
74B06A2B-43E0-EB11-A40F-08F1EAEF4310,C33155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,15.00,53.58,12,0,1,1,0,11,8758.00,0.00,0.00,5053.00,0.00,0.00,2341.00,606.00,55.00,0.00,0.00,0.00,0.00,2256.00,5053.00,5053.00,6733.00,606.00,240.31,25.27,25.27,2021-07-09 04:51:10.357,,UnPaid
75B06A2B-43E0-EB11-A40F-08F1EAEF4310,C43155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,23.00,86.32,4,0,1,1,0,3,8758.00,0.00,0.00,7748.00,0.00,0.00,3635.00,930.00,85.00,0.00,0.00,0.00,0.00,3635.00,7748.00,7748.00,10368.00,930.00,369.95,38.74,38.74,2021-07-09 04:51:11.043,,UnPaid
76B06A2B-43E0-EB11-A40F-08F1EAEF4310,C53155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,128.53,0,0,1,0,1,0,8758.00,0.00,0.00,8758.00,0.00,0.00,5667.00,1051.00,108.00,0.00,0.00,0.00,0.00,5412.00,8758.00,8758.00,13266.00,1051.00,468.81,43.79,43.79,2021-07-09 04:51:11.870,,UnPaid
77B06A2B-43E0-EB11-A40F-08F1EAEF4310,C63155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.59,85.43,4,0,1,1,0,3,8758.00,0.00,0.00,7609.00,0.00,0.00,3672.00,913.00,85.00,0.00,0.00,0.00,0.00,3597.00,7609.00,7609.00,10283.00,913.00,366.63,38.05,38.05,2021-07-09 04:51:12.573,,UnPaid
78B06A2B-43E0-EB11-A40F-08F1EAEF4310,C73155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.52,91.57,3,5,6,3,3,0,11501.00,0.00,0.00,10846.00,0.00,0.00,5318.00,1302.00,121.00,0.00,0.00,0.00,0.00,5063.00,10846.00,10846.00,14741.00,1302.00,525.33,54.23,54.23,2021-07-09 04:51:13.293,,UnPaid
79B06A2B-43E0-EB11-A40F-08F1EAEF4310,CA3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,20.49,62.65,6,0,1,1,0,5,9634.00,0.00,0.00,7592.00,0.00,0.00,2977.00,911.00,79.00,0.00,0.00,0.00,0.00,2902.00,7592.00,7592.00,9579.00,911.00,343.49,37.96,37.96,2021-07-09 04:51:13.950,,UnPaid
7AB06A2B-43E0-EB11-A40F-08F1EAEF4310,CB3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,50.62,0,5,6,0,6,0,9634.00,0.00,0.00,9634.00,0.00,0.00,2345.00,1156.00,90.00,0.00,0.00,0.00,0.00,2345.00,9634.00,9634.00,10733.00,1156.00,389.32,48.17,48.17,2021-07-09 04:51:14.760,,UnPaid
7BB06A2B-43E0-EB11-A40F-08F1EAEF4310,CC3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,56.60,1,0,1,1,0,0,10791.00,0.00,0.00,10791.00,0.00,0.00,3021.00,1295.00,104.00,0.00,0.00,0.00,0.00,2936.00,10791.00,10791.00,12413.00,1295.00,448.89,53.96,53.96,2021-07-09 04:51:15.560,,UnPaid
7CB06A2B-43E0-EB11-A40F-08F1EAEF4310,D03155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.44,113.93,5,1,2,2,0,3,8758.00,0.00,0.00,7559.00,0.00,0.00,5042.00,907.00,95.00,0.00,0.00,0.00,0.00,4797.00,7559.00,7559.00,11599.00,907.00,409.53,37.80,37.80,2021-07-09 04:51:16.323,,UnPaid
7DB06A2B-43E0-EB11-A40F-08F1EAEF4310,D23155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.00,123.35,5,0,1,1,0,4,8758.00,0.00,0.00,7411.00,0.00,0.00,5439.00,889.00,96.00,0.00,0.00,0.00,0.00,5194.00,7411.00,7411.00,11865.00,889.00,417.63,37.06,37.06,2021-07-09 04:51:17.027,,UnPaid
A5EDCD31-43E0-EB11-A40F-08F1EAEF4310,D33155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.86,95.55,2,0,1,1,0,1,8758.00,0.00,0.00,8374.00,0.00,0.00,4193.00,1005.00,94.00,0.00,0.00,0.00,0.00,4023.00,8374.00,8374.00,11468.00,1005.00,408.43,41.87,41.87,2021-07-09 04:51:17.793,,UnPaid
A6EDCD31-43E0-EB11-A40F-08F1EAEF4310,D53155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,12.97,67.02,2,5,6,2,4,0,8758.00,0.00,0.00,4369.00,0.00,0.00,3067.00,524.00,56.00,0.00,0.00,0.00,0.00,2822.00,4369.00,4369.00,6856.00,524.00,241.67,21.85,21.85,2021-07-09 04:51:18.213,,UnPaid
A7EDCD31-43E0-EB11-A40F-08F1EAEF4310,D63155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.44,27.53,1,5,6,1,5,0,8758.00,0.00,0.00,8569.00,0.00,0.00,1159.00,1028.00,73.00,0.00,0.00,0.00,0.00,1159.00,8569.00,8569.00,8627.00,1028.00,316.16,42.85,42.85,2021-07-09 04:51:18.997,,UnPaid
A8EDCD31-43E0-EB11-A40F-08F1EAEF4310,D73155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.47,38.47,4,5,6,4,2,0,8758.00,0.00,0.00,8580.00,0.00,0.00,1695.00,1029.00,77.00,0.00,0.00,0.00,0.00,1620.00,8580.00,8580.00,9169.00,1029.00,333.94,42.90,42.90,2021-07-09 04:51:19.713,,UnPaid
A9EDCD31-43E0-EB11-A40F-08F1EAEF4310,D93155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,88.23,5,5,6,5,1,0,8758.00,0.00,0.00,8758.00,0.00,0.00,3960.00,1051.00,95.00,0.00,0.00,0.00,0.00,3715.00,8758.00,8758.00,11572.00,1051.00,413.34,43.79,43.79,2021-07-09 04:51:20.417,,UnPaid
AAEDCD31-43E0-EB11-A40F-08F1EAEF4310,DA3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,62.33,0,5,6,0,6,0,8758.00,0.00,0.00,8758.00,0.00,0.00,2699.00,1051.00,86.00,0.00,0.00,0.00,0.00,2624.00,8758.00,8758.00,10320.00,1051.00,372.35,43.79,43.79,2021-07-09 04:51:21.230,,UnPaid
ABEDCD31-43E0-EB11-A40F-08F1EAEF4310,DB3155F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.72,44.07,5,5,6,5,1,0,8758.00,0.00,0.00,8664.00,0.00,0.00,1931.00,1040.00,79.00,0.00,0.00,0.00,0.00,1856.00,8664.00,8664.00,9476.00,1040.00,344.34,43.32,43.32,2021-07-09 04:51:21.900,,UnPaid
ACEDCD31-43E0-EB11-A40F-08F1EAEF4310,783355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.61,0.00,2,0,1,1,0,1,8758.00,0.00,0.00,8290.00,0.00,0.00,0.00,995.00,62.00,0.00,0.00,0.00,0.00,0.00,8290.00,8290.00,7233.00,995.00,269.43,41.45,41.45,2021-07-09 04:51:22.680,,UnPaid
ADEDCD31-43E0-EB11-A40F-08F1EAEF4310,7A3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,20.63,0.00,6,0,1,1,0,5,10791.00,0.00,730.00,8562.00,0.00,579.00,0.00,1097.00,69.00,0.00,0.00,0.00,0.00,0.00,9141.00,9141.00,7975.00,1097.00,297.08,45.71,45.71,2021-07-09 04:51:23.353,,UnPaid
AEEDCD31-43E0-EB11-A40F-08F1EAEF4310,7B3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,23.14,0.00,3,0,1,1,0,2,8758.00,0.00,0.00,7795.00,0.00,0.00,0.00,935.00,58.00,0.00,0.00,0.00,0.00,0.00,7795.00,7795.00,6802.00,935.00,253.34,38.98,38.98,2021-07-09 04:51:24.087,,UnPaid
AFEDCD31-43E0-EB11-A40F-08F1EAEF4310,7C3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.88,1.98,0,5,6,0,6,0,10791.00,2170.00,0.00,10326.00,2076.00,0.00,123.00,1239.00,94.00,0.00,0.00,0.00,0.00,123.00,12402.00,12402.00,11192.00,1239.00,407.06,51.63,51.63,2021-07-09 04:51:24.900,,UnPaid
B0EDCD31-43E0-EB11-A40F-08F1EAEF4310,823355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.35,93.47,0,0,1,0,1,0,10791.00,0.00,730.00,10521.00,0.00,712.00,5347.00,1348.00,124.00,0.00,0.00,0.00,0.00,5177.00,11233.00,11233.00,15108.00,1348.00,538.85,56.17,56.17,2021-07-09 04:51:25.883,,UnPaid
B1EDCD31-43E0-EB11-A40F-08F1EAEF4310,833355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.38,102.88,1,0,1,1,0,0,10791.00,0.00,490.00,10534.00,0.00,478.00,5665.00,1321.00,125.00,0.00,0.00,0.00,0.00,5580.00,11012.00,11012.00,15231.00,1321.00,542.00,55.06,55.06,2021-07-09 04:51:26.680,,UnPaid
B2EDCD31-43E0-EB11-A40F-08F1EAEF4310,843355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,110.70,0,3,4,0,4,0,10791.00,4316.00,919.00,10791.00,4316.00,919.00,8699.00,1405.00,158.00,0.00,0.00,0.00,0.00,8529.00,16026.00,16026.00,23162.00,1405.00,682.50,58.55,58.55,2021-07-09 04:51:27.510,,UnPaid
9DCB0F38-43E0-EB11-A40F-08F1EAEF4310,853355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.68,93.73,3,0,1,1,0,2,10791.00,2973.00,0.00,10243.00,2822.00,0.00,6447.00,1229.00,146.00,0.00,0.00,0.00,0.00,6202.00,13065.00,13065.00,18137.00,1229.00,634.14,51.22,51.22,2021-07-09 04:51:28.290,,UnPaid
9ECB0F38-43E0-EB11-A40F-08F1EAEF4310,863355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,15.39,47.35,11,0,1,1,0,10,10791.00,2933.00,0.00,6387.00,1736.00,0.00,3124.00,766.00,84.00,0.00,0.00,0.00,0.00,3124.00,8123.00,8123.00,10397.00,766.00,365.53,31.94,31.94,2021-07-09 04:51:28.773,,UnPaid
9FCB0F38-43E0-EB11-A40F-08F1EAEF4310,873355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.72,94.10,1,0,1,1,0,0,10791.00,1193.00,0.00,10675.00,1180.00,0.00,5592.00,1281.00,131.00,0.00,0.00,0.00,0.00,5422.00,11855.00,11855.00,16035.00,1281.00,567.03,53.38,53.38,2021-07-09 04:51:29.540,,UnPaid
A0CB0F38-43E0-EB11-A40F-08F1EAEF4310,883355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.23,97.00,1,1,2,1,1,0,9634.00,2060.00,0.00,9349.00,1999.00,0.00,5623.00,1122.00,127.00,0.00,0.00,0.00,0.00,5453.00,11348.00,11348.00,15722.00,1122.00,551.56,46.75,46.75,2021-07-09 04:51:30.353,,UnPaid
A1CB0F38-43E0-EB11-A40F-08F1EAEF4310,893355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,103.87,2,5,6,2,4,0,10791.00,2001.00,0.00,10791.00,2001.00,0.00,6558.00,1295.00,145.00,0.00,0.00,0.00,0.00,6388.00,12792.00,12792.00,17910.00,1295.00,628.88,53.96,53.96,2021-07-09 04:51:31.103,,UnPaid
A2CB0F38-43E0-EB11-A40F-08F1EAEF4310,8A3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.57,59.62,3,0,1,1,0,2,10791.00,1193.00,0.00,9367.00,1036.00,0.00,3520.00,1124.00,104.00,0.00,0.00,0.00,0.00,3435.00,10403.00,10403.00,12695.00,1124.00,452.50,46.84,46.84,2021-07-09 04:51:31.807,,UnPaid
A3CB0F38-43E0-EB11-A40F-08F1EAEF4310,8B3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.59,102.62,0,0,1,0,1,0,8758.00,0.00,348.00,8620.00,0.00,342.00,4663.00,1075.00,102.00,0.00,0.00,0.00,0.00,4493.00,8962.00,8962.00,12448.00,1075.00,442.81,44.81,44.81,2021-07-09 04:51:32.633,,UnPaid
A4CB0F38-43E0-EB11-A40F-08F1EAEF4310,8C3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,106.10,1,0,1,1,0,0,10791.00,4316.00,919.00,10791.00,4316.00,919.00,8345.00,1405.00,158.00,0.00,0.00,0.00,0.00,8175.00,16026.00,16026.00,22808.00,1405.00,682.50,58.55,58.55,2021-07-09 04:51:33.413,,UnPaid
A5CB0F38-43E0-EB11-A40F-08F1EAEF4310,8D3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.45,82.22,4,0,1,1,0,3,10791.00,1672.00,0.00,9318.00,1444.00,0.00,5012.00,1118.00,118.00,0.00,0.00,0.00,0.00,4927.00,10762.00,10762.00,14538.00,1118.00,512.66,46.59,46.59,2021-07-09 04:51:34.133,,UnPaid
A6CB0F38-43E0-EB11-A40F-08F1EAEF4310,8E3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,104.08,1,0,1,1,0,0,10791.00,3482.00,0.00,10791.00,3482.00,0.00,7312.00,1295.00,158.00,0.00,0.00,0.00,0.00,7142.00,14273.00,14273.00,20132.00,1295.00,682.50,53.96,53.96,2021-07-09 04:51:34.900,,UnPaid
A7CB0F38-43E0-EB11-A40F-08F1EAEF4310,8F3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.74,108.25,1,1,2,1,1,0,10791.00,3455.00,0.00,10268.00,3287.00,0.00,7754.00,1232.00,158.00,0.00,0.00,0.00,0.00,7414.00,13555.00,13555.00,19919.00,1232.00,682.50,51.34,51.34,2021-07-09 04:51:35.773,,UnPaid
A8CB0F38-43E0-EB11-A40F-08F1EAEF4310,903355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,106.17,0,0,1,0,1,0,10791.00,1672.00,0.00,10791.00,1672.00,0.00,6532.00,1295.00,142.00,0.00,0.00,0.00,0.00,6362.00,12463.00,12463.00,17558.00,1295.00,617.34,53.96,53.96,2021-07-09 04:51:36.600,,UnPaid
A9CB0F38-43E0-EB11-A40F-08F1EAEF4310,913355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,21.46,74.95,4,0,1,1,0,3,10791.00,1672.00,0.00,8907.00,1380.00,0.00,4746.00,1069.00,113.00,0.00,0.00,0.00,0.00,4491.00,10287.00,10287.00,13851.00,1069.00,488.57,44.54,44.54,2021-07-09 04:51:37.303,,UnPaid
AACB0F38-43E0-EB11-A40F-08F1EAEF4310,923355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.84,83.22,1,0,1,1,0,0,8758.00,0.00,713.00,8704.00,0.00,709.00,3789.00,1130.00,99.00,0.00,0.00,0.00,0.00,3789.00,9413.00,9413.00,11973.00,1130.00,429.07,47.07,47.07,2021-07-09 04:51:38.053,,UnPaid
F3F65F3E-43E0-EB11-A40F-08F1EAEF4310,933355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.56,110.35,0,1,2,0,2,0,10791.00,1193.00,0.00,10608.00,1173.00,0.00,6528.00,1273.00,137.00,0.00,0.00,0.00,0.00,6358.00,11781.00,11781.00,16899.00,1273.00,595.04,53.04,53.04,2021-07-09 04:51:38.880,,UnPaid
F4F65F3E-43E0-EB11-A40F-08F1EAEF4310,953355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,107.42,0,0,1,0,1,0,10791.00,3455.00,0.00,10791.00,3455.00,0.00,7612.00,1295.00,158.00,0.00,0.00,0.00,0.00,7357.00,14246.00,14246.00,20405.00,1295.00,682.50,53.96,53.96,2021-07-09 04:51:39.727,,UnPaid
F5F65F3E-43E0-EB11-A40F-08F1EAEF4310,963355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.08,108.03,0,4,5,0,5,0,10791.00,2688.00,0.00,10409.00,2593.00,0.00,7171.00,1249.00,151.00,0.00,0.00,0.00,0.00,7001.00,13002.00,13002.00,18773.00,1249.00,655.62,52.05,52.05,2021-07-09 04:51:40.570,,UnPaid
F6F65F3E-43E0-EB11-A40F-08F1EAEF4310,973355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,21.10,54.63,5,0,1,1,0,4,9634.00,0.00,608.00,7818.00,0.00,493.00,2690.00,997.00,83.00,0.00,0.00,0.00,0.00,2690.00,8311.00,8311.00,9921.00,997.00,357.53,41.56,41.56,2021-07-09 04:51:41.210,,UnPaid
F7F65F3E-43E0-EB11-A40F-08F1EAEF4310,983355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.49,99.38,1,0,1,1,0,0,10791.00,1672.00,0.00,10579.00,1639.00,0.00,6125.00,1269.00,138.00,0.00,0.00,0.00,0.00,5955.00,12218.00,12218.00,16936.00,1269.00,596.15,52.90,52.90,2021-07-09 04:51:42.007,,UnPaid
F8F65F3E-43E0-EB11-A40F-08F1EAEF4310,993355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,22.55,94.45,4,0,1,1,0,3,10791.00,0.00,43.00,9359.00,0.00,37.00,5090.00,1128.00,109.00,0.00,0.00,0.00,0.00,4920.00,9396.00,9396.00,13249.00,1128.00,470.80,46.98,46.98,2021-07-09 04:51:42.723,,UnPaid
F9F65F3E-43E0-EB11-A40F-08F1EAEF4310,9C3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,88.40,0,1,2,0,2,0,10791.00,0.00,289.00,10791.00,0.00,289.00,4709.00,1330.00,118.00,0.00,0.00,0.00,0.00,4709.00,11080.00,11080.00,14341.00,1330.00,513.14,55.40,55.40,2021-07-09 04:51:43.507,,UnPaid
FAF65F3E-43E0-EB11-A40F-08F1EAEF4310,9D3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.57,68.43,3,2,3,3,0,0,10791.00,1193.00,0.00,10613.00,1173.00,0.00,3943.00,1274.00,118.00,0.00,0.00,0.00,0.00,3943.00,11786.00,11786.00,14337.00,1274.00,511.19,53.07,53.07,2021-07-09 04:51:44.210,,UnPaid
FBF65F3E-43E0-EB11-A40F-08F1EAEF4310,9E3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,26.00,91.98,0,0,1,0,1,0,10791.00,1672.00,0.00,10791.00,1672.00,0.00,5596.00,1295.00,135.00,0.00,0.00,0.00,0.00,5511.00,12463.00,12463.00,16629.00,1295.00,586.92,53.96,53.96,2021-07-09 04:51:45.007,,UnPaid
FCF65F3E-43E0-EB11-A40F-08F1EAEF4310,9F3355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,24.00,65.37,3,0,1,1,0,2,9634.00,1867.00,0.00,8893.00,1723.00,0.00,3615.00,1067.00,107.00,0.00,0.00,0.00,0.00,3615.00,10616.00,10616.00,13057.00,1067.00,462.51,44.47,44.47,2021-07-09 04:51:45.710,,UnPaid
FDF65F3E-43E0-EB11-A40F-08F1EAEF4310,A03355F2-74AA-EB11-BF79-A45D3669901F,6,2021-06-01,2021-06-30,25.44,97.25,1,0,1,1,0,0,9634.00,0.00,608.00,9427.00,0.00,595.00,4959.00,1203.00,112.00,0.00,0.00,0.00,0.00,4789.00,10022.00,10022.00,13666.00,1203.00,486.88,50.11,50.11,2021-07-09 04:51:46.490,,UnPaid
