ID,BIOMETRIC_CODE,ATTENDANCE_DATE,PUNCH_RECORD,STATUS,INSERTED_ON,REMARKS
868,5215,2021-01-16,"06:57:in(ME(Attendance)),18:33:out(ME(Attendance)),19:05:out(ME(Attendance)),",P,2021-07-01 09:54:41.860,NULL
869,5216,2021-01-22,"06:59:in(ME(Attendance)),19:19:out(ME(Attendance)),19:33:out(ME(Attendance)),",P,2021-07-01 09:54:57.660,NULL
870,3601,2021-04-20,"07:00:in(ME(Attendance)),15:35:out(ME(Attendance)),15:50:out(ME(Attendance)),",P,2021-07-01 09:57:07.013,NULL
871,4367,2021-01-25,"06:57:in(ME(Attendance)),09:05:in(ME(Attendance)),19:10:out(ME(Attendance)),",P,2021-07-01 09:57:19.170,NULL
873,5278,2021-05-27,"18:56:in(ME(Attendance)),08:07:in(ME(Attendance)),17:30:out(SE),",P,2021-07-01 09:59:03.870,NULL
874,4383,2021-04-13,"19:01:in(ME(Attendance)),07:00:out(ME(Attendance)),07:07:out(ME(Attendance)),",P,2021-07-01 09:59:32.907,NULL
876,5283,2021-03-17,"06:56:in(T & D/STORES/HT/MT),12:28:out(T & D/STORES/HT/MT),12:33:(T & D/STORES/HT/MT),12:45:out(ME(Attendance)),13:15:in(ME(Attendance)),19:03:out(T & D/STORES/HT/MT),",P,2021-07-01 09:59:46.483,NULL
877,5290,2021-05-25,"06:58:in(ME(Attendance)),07:09:in(ME(Attendance)),19:08:out(ME(Attendance)),",P,2021-07-01 10:00:15.910,NULL
879,5307,2021-05-25,"06:58:in(ME(Attendance)),07:09:in(ME(Attendance)),21:01:out(ME(Attendance)),",P,2021-07-01 10:01:14.073,NULL
880,28007,2021-05-25,"06:58:in(ME(Attendance)),07:09:in(ME(Attendance)),19:08:out(ME(Attendance)),",P,2021-07-01 10:01:42.953,NULL
881,4762,2021-02-25,"06:57:in(ME(Attendance)),15:21:out(T & D/STORES/HT/MT),17:40:out(ME(Attendance)),",P,2021-07-01 10:01:47.983,NULL
882,4809,2021-02-25,"07:05:in(ME(Attendance)),15:19:out(T & D/STORES/HT/MT),15:36:out(ME(Attendance)),",P,2021-07-01 10:01:56.950,NULL
883,4664,2021-01-20,"06:59:in(ME(Attendance)),17:34:out(ME(Attendance)),19:07:out(ME(Attendance)),",P,2021-07-01 10:02:03.170,NULL
884,4664,2021-02-25,"15:00:in(ME(Attendance)),15:22:out(T & D/STORES/HT/MT),23:34:out(ME(Attendance)),",P,2021-07-01 10:02:05.130,NULL
885,154,2021-02-19,"09:07:in(ME(Attendance)),20:17:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:02:16.967,NULL
886,2602,2021-01-29,"07:00:in(ME(Attendance)),17:30:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:02:25.833,NULL
887,2611,2021-01-25,"07:00:in(ME(Attendance)),08:11:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:02:34.690,NULL
888,2615,2021-01-25,"07:00:in(ME(Attendance)),08:04:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:02:52.310,NULL
889,2618,2021-02-11,"07:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:03:19.940,NULL
890,2618,2021-05-08,"09:00:in(ME(Attendance)),21:26:out(ME(Attendance)),04:00:out(ME(Attendance)),",P,2021-07-01 10:03:24.077,NULL
891,2618,2021-05-21,"07:00:in(ME(Attendance)),13:00:in(ME(Attendance)),19:29:out(ME(Attendance)),",P,2021-07-01 10:03:24.810,NULL
892,2647,2021-01-19,"09:00:in(ME(Attendance)),15:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:04:52.867,NULL
893,2647,2021-05-13,"07:11:in(ME(Attendance)),09:00:in(ME(Attendance)),19:18:out(ME(Attendance)),",P,2021-07-01 10:04:59.170,NULL
894,2679,2021-05-10,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),18:30:out(ME(Attendance)),",P,2021-07-01 10:05:54.887,NULL
895,2681,2021-04-13,"09:07:in(ME(Attendance)),09:15:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:06:02.570,NULL
896,2681,2021-05-05,"09:00:in(ME(Attendance)),09:55:in(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:06:03.397,NULL
897,2687,2021-02-27,"19:00:in(ME(Attendance)),07:12:in(ME(Attendance)),11:24:out(ME(Attendance)),",P,2021-07-01 10:06:08.943,NULL
898,2718,2021-02-08,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),14:19:out(ME(Attendance)),17:58:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:06:44.640,NULL
900,2786,2021-01-06,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),01:48:out(ME(Attendance)),",P,2021-07-01 10:07:45.850,NULL
901,3512,2021-01-23,"09:00:in(ME(Attendance)),15:05:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:08:31.967,NULL
902,3523,2021-02-03,"09:00:in(ME(Attendance)),20:17:out(ME(Attendance)),21:30:out(ME(Attendance)),",P,2021-07-01 10:09:13.850,NULL
903,3561,2021-02-12,"09:00:in(ME(Attendance)),12:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:09:41.010,NULL
904,3561,2021-02-19,"09:00:in(ME(Attendance)),13:06:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:09:41.310,NULL
969,4659,2021-05-17,"09:00:in(ME(Attendance)),09:35:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:42:28.137,NULL
970,4666,2021-02-03,"09:00:in(ME(Attendance)),15:00:in(ME(Attendance)),03:30:out(ME(Attendance)),",P,2021-07-01 10:42:32.803,NULL
971,4666,2021-02-24,"07:00:in(ME(Attendance)),15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),",P,2021-07-01 10:42:34.253,NULL
972,4666,2021-05-04,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 10:42:39.470,NULL
973,4667,2021-05-03,"20:00:in(ME(Attendance)),09:00:in(ME(Attendance)),17:30:out(SE),",P,2021-07-01 10:42:51.680,NULL
1152,18012,2021-06-23,"19:32:in(Forging/MT-03),07:04:out(Forging/MT-03),15:40:in(Forging/MT-03),",P,2021-07-04 05:26:32.180,NULL
975,4674,2021-05-03,"20:00:in(ME(Attendance)),09:00:in(ME(Attendance)),17:30:out(SE),",P,2021-07-01 10:43:04.020,NULL
1153,27104,2021-06-15,"09:00:in(ME(Attendance)),20:00:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:29:00.417,NULL
977,4685,2021-02-12,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:43:10.640,NULL
978,4694,2021-05-06,"09:00:in(ME(Attendance)),10:00:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:43:40.553,NULL
979,4694,2021-05-27,"10:36:in(ME(Attendance)),12:30:out(ME(Attendance)),20:30:out(ME(Attendance)),",P,2021-07-01 10:43:42.110,NULL
1154,27130,2021-06-02,"09:00:in(ME(Attendance)),20:21:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:29:35.880,NULL
981,4720,2021-02-08,"09:00:in(ME(Attendance)),09:00:in(ME(Attendance)),13:17:in(ME(Attendance)),17:30:out(SE),",P,2021-07-01 10:44:07.327,NULL
982,4720,2021-02-09,"09:00:in(ME(Attendance)),12:17:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:44:07.340,NULL
983,4720,2021-02-19,"09:00:in(ME(Attendance)),11:00:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:07.930,NULL
984,4720,2021-05-07,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),18:32:out(ME(Attendance)),",P,2021-07-01 10:44:13.880,NULL
985,4720,2021-05-27,"08:00:in(ME(Attendance)),00:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:15.417,NULL
1155,27259,2021-06-12,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:31:31.733,NULL
987,4727,2021-01-28,"09:00:in(ME(Attendance)),12:57:out(ME(Attendance)),13:23:in(ME(Attendance)),19:57:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:32.210,NULL
988,4727,2021-02-23,"11:28:in(ME(Attendance)),11:54:in(ME(Attendance)),20:29:out(ME(Attendance)),",P,2021-07-01 10:44:34.210,NULL
989,4727,2021-05-06,"09:00:in(ME(Attendance)),18:20:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:40.433,NULL
990,4727,2021-05-07,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:44:40.450,NULL
991,4727,2021-05-22,"08:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:41.440,NULL
992,4727,2021-05-27,"08:00:in(ME(Attendance)),19:09:out(ME(Attendance)),21:41:in(ME(Attendance)),00:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:44:41.600,NULL
993,4771,2021-05-21,"09:00:in(ME(Attendance)),13:10:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:44:55.140,NULL
1156,27291,2021-06-09,"09:00:in(ME(Attendance)),16:00:out(ME(Attendance)),16:33:in(ME(Attendance)),17:30:out(ME(Attendance)),18:18:out(ME(Attendance)),",P,2021-07-04 05:31:52.493,NULL
1157,27595,2021-06-02,"09:00:in(ME(Attendance)),20:21:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:35:43.980,NULL
996,8004,2021-02-22,"09:00:in(ME(Attendance)),18:17:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:45:01.570,NULL
997,8004,2021-05-18,"09:00:in(ME(Attendance)),18:27:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:45:07.327,NULL
1158,27668,2021-06-09,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),18:30:out(ME(Attendance)),",P,2021-07-04 05:36:34.893,NULL
999,8005,2021-01-15,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),15:30:out(ME(Attendance)),",P,2021-07-01 10:45:11.030,NULL
1000,8005,2021-01-18,"15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),23:30:out(ME(Attendance)),",P,2021-07-01 10:45:11.117,NULL
1001,8005,2021-01-19,"15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),23:30:out(ME(Attendance)),",P,2021-07-01 10:45:11.130,NULL
1002,8005,2021-01-31,"07:01:in(ME(Attendance)),08:51:in(ME(Attendance)),16:41:out(ME(Attendance)),",P,2021-07-01 10:45:11.973,NULL
1003,8005,2021-02-24,"07:00:in(ME(Attendance)),15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),",P,2021-07-01 10:45:13.523,NULL
1004,8005,2021-02-26,"07:00:in(ME(Attendance)),15:30:out(ME(Attendance)),19:34:out(ME(Attendance)),",P,2021-07-01 10:45:13.623,NULL
1005,8005,2021-04-20,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),15:30:out(SE),",P,2021-07-01 10:45:17.503,NULL
1006,8005,2021-05-04,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 10:45:18.373,NULL
1007,8005,2021-05-07,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 10:45:18.537,NULL
1159,27700,2021-06-09,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),18:09:out(ME(Attendance)),",P,2021-07-04 05:37:02.140,NULL
1009,8006,2021-03-15,"09:04:in(BA),20:00:out(BA),20:30:out(ME(Attendance)),01:32:in(BA),05:30:out(SE),",P,2021-07-01 10:45:27.720,NULL
1010,8009,2021-01-02,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),15:30:out(SE),",P,2021-07-01 10:45:33.303,NULL
1011,8009,2021-01-07,"15:00:in(ME(Attendance)),17:07:out(ME(Attendance)),23:30:out(ME(Attendance)),",P,2021-07-01 10:45:33.567,NULL
1012,8009,2021-01-15,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),15:30:out(ME(Attendance)),",P,2021-07-01 10:45:34.000,NULL
1013,8009,2021-01-18,"15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),23:30:out(ME(Attendance)),",P,2021-07-01 10:45:34.083,NULL
1014,8009,2021-01-19,"15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),23:30:out(ME(Attendance)),",P,2021-07-01 10:45:34.083,NULL
1015,8009,2021-02-24,"07:00:in(ME(Attendance)),15:00:in(ME(Attendance)),15:30:out(ME(Attendance)),",P,2021-07-01 10:45:36.630,NULL
1016,8009,2021-02-26,"07:00:in(ME(Attendance)),15:30:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:45:36.713,NULL
1017,8009,2021-04-20,"07:00:in(ME(Attendance)),09:00:in(ME(Attendance)),15:30:out(SE),",P,2021-07-01 10:45:40.253,NULL
1018,8009,2021-05-04,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 10:45:40.940,NULL
1019,8009,2021-05-07,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 10:45:41.110,NULL
1020,8009,2021-05-13,"20:00:in(ME(Attendance)),07:00:out(ME(Attendance)),07:00:in(ME(Attendance)),08:00:in(ME(Attendance)),10:38:out(ME(Attendance)),11:05:in(ME(Attendance)),16:36:out(ME(Attendance)),",P,2021-07-01 10:45:41.560,NULL
1021,8009,2021-05-27,"20:00:in(ME(Attendance)),07:00:out(ME(Attendance)),07:30:out(ME(Attendance)),",P,2021-07-01 10:45:42.213,NULL
1022,8011,2021-05-22,"08:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:45:54.317,NULL
1023,8012,2021-01-11,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),20:29:out(ME(Attendance)),",P,2021-07-01 10:45:57.320,NULL
1024,8012,2021-05-24,"09:00:in(ME(Attendance)),15:56:out(ME(Attendance)),18:02:out(ME(Attendance)),",P,2021-07-01 10:46:07.330,NULL
1160,27729,2021-06-09,"09:00:in(ME(Attendance)),13:47:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:37:23.480,NULL
1026,8013,2021-03-13,"09:06:in(BA),20:01:out(BA),20:30:out(ME(Attendance)),01:33:in(BA),05:30:out(SE),",P,2021-07-01 10:46:15.473,NULL
1027,8015,2021-04-10,"09:02:in(BA),17:59:out(BA),18:19:out(ME(Attendance)),",P,2021-07-01 10:46:32.463,NULL
1028,8015,2021-05-10,"09:00:in(ME(Attendance)),18:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:46:34.453,NULL
1029,8015,2021-05-22,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:46:35.310,NULL
1030,8015,2021-05-26,"09:00:in(ME(Attendance)),16:54:out(ME(Attendance)),17:55:out(ME(Attendance)),",P,2021-07-01 10:46:35.580,NULL
1161,27726,2021-06-11,"19:00:in(ME(Attendance)),20:17:out(ME(Attendance)),07:00:out(ME(Attendance)),",P,2021-07-04 05:37:42.617,NULL
1162,27727,2021-06-09,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),02:20:out(ME(Attendance)),",P,2021-07-04 05:37:45.240,NULL
1033,8017,2021-02-25,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:46:42.417,NULL
1034,8017,2021-05-26,"08:00:in(ME(Attendance)),18:30:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:46:48.950,NULL
1036,8018,2021-01-16,"09:00:in(ME(Attendance)),20:26:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:46:52.060,NULL
1163,27845,2021-06-09,"10:53:in(ME(Attendance)),17:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:40:23.583,NULL
1038,8019,2021-05-23,"07:00:in(ME(Attendance)),07:30:in(ME(Attendance)),13:54:out(ME(Attendance)),",P,2021-07-01 10:47:11.570,NULL
1164,27845,2021-06-11,"09:00:in(ME(Attendance)),20:34:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:40:23.693,NULL
1040,8023,2021-05-12,"08:00:in(ME(Attendance)),19:27:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:47:23.427,NULL
1041,8026,2021-01-30,"09:00:in(ME(Attendance)),20:20:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:47:27.747,NULL
1042,8026,2021-02-08,"09:00:in(ME(Attendance)),09:00:in(ME(Attendance)),19:30:in(ME(Attendance)),05:30:out(SE),",P,2021-07-01 10:47:28.363,NULL
1043,8026,2021-05-06,"09:00:in(ME(Attendance)),18:20:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:47:35.080,NULL
1044,8026,2021-05-22,"08:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:47:36.317,NULL
1045,8026,2021-05-27,"08:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:47:36.570,NULL
1165,27843,2021-06-09,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-04 05:40:29.927,NULL
1047,8030,2021-05-17,"09:00:in(ME(Attendance)),18:30:out(ME(Attendance)),18:43:out(ME(Attendance)),",P,2021-07-01 10:48:01.627,NULL
1166,27913,2021-06-02,"07:28:in(ME(Attendance)),17:30:out(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-04 05:40:57.517,NULL
1049,8054,2021-01-04,"09:00:in(ME(Attendance)),09:00:in(ME(Attendance)),13:05:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:48:43.720,NULL
1050,8054,2021-02-25,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:48:47.730,NULL
1051,8054,2021-05-06,"09:00:in(ME(Attendance)),18:20:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:48:53.143,NULL
1052,8054,2021-05-12,"08:00:in(ME(Attendance)),19:27:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:48:53.423,NULL
1053,8054,2021-05-24,"08:00:in(ME(Attendance)),10:30:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:48:54.130,NULL
1054,8054,2021-05-27,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),00:30:out(ME(Attendance)),",P,2021-07-01 10:48:54.210,NULL
1055,8054,2021-05-29,"09:00:in(ME(Attendance)),19:28:out(ME(Attendance)),19:49:in(ME(Attendance)),19:49:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:48:54.310,NULL
1167,27986,2021-06-29,"06:44:in(METAL FINISHING),17:12:out(PMT-2 & TURNING SHOP),19:02:out(ME(Attendance)),",P,2021-07-04 05:41:18.573,NULL
1168,28030,2021-06-08,"09:00:in(ME(Attendance)),12:00:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:41:54.630,NULL
1058,8058,2021-05-06,"09:00:in(ME(Attendance)),18:20:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:49:06.400,NULL
1059,8057,2021-01-02,"09:57:in(ME(Attendance)),20:08:out(ME(Attendance)),21:51:out(ME(Attendance)),22:08:in(ME(Attendance)),03:11:out(ME(Attendance)),",P,2021-07-01 10:49:10.297,NULL
1060,8057,2021-01-04,"09:00:in(ME(Attendance)),09:00:in(ME(Attendance)),09:03:in(ME(Attendance)),13:05:out(ME(Attendance)),13:17:in(ME(Attendance)),19:30:out(ME(Attendance)),19:35:out(ME(Attendance)),",P,2021-07-01 10:49:10.297,NULL
1061,8057,2021-01-28,"09:00:in(ME(Attendance)),09:48:in(ME(Attendance)),12:50:out(ME(Attendance)),13:10:in(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:49:12.837,NULL
1062,8057,2021-02-08,"09:00:in(ME(Attendance)),09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:49:14.040,NULL
1063,8057,2021-05-03,"09:00:in(ME(Attendance)),13:30:out(ME(Attendance)),18:45:out(ME(Attendance)),",P,2021-07-01 10:49:23.020,NULL
1064,8057,2021-05-11,"09:00:in(ME(Attendance)),19:10:in(ME(Attendance)),02:05:out(ME(Attendance)),",P,2021-07-01 10:49:23.783,NULL
1065,8057,2021-05-13,"09:14:in(ME(Attendance)),15:17:out(ME(Attendance)),20:02:in(ME(Attendance)),01:30:out(ME(Attendance)),01:40:out(ME(Attendance)),",P,2021-07-01 10:49:23.953,NULL
1066,8057,2021-05-22,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:49:24.557,NULL
1067,8057,2021-05-27,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:49:25.027,NULL
1169,28031,2021-06-08,"09:00:in(ME(Attendance)),12:00:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:41:54.957,NULL
1170,28032,2021-06-08,"09:00:in(ME(Attendance)),12:00:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:41:55.287,NULL
1070,8075,2021-05-07,"08:00:in(ME(Attendance)),09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:50:29.877,NULL
1071,8075,2021-05-10,"09:00:in(ME(Attendance)),18:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:50:29.893,NULL
1072,8075,2021-05-18,"09:00:in(ME(Attendance)),19:41:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:50:30.347,NULL
1073,8076,2021-02-25,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:50:37.597,NULL
1074,8083,2021-02-15,"13:41:in(ME(Attendance)),09:00:in(ME(Attendance)),13:30:out(SE),",P,2021-07-01 10:51:00.790,NULL
1075,8083,2021-05-29,"09:00:in(ME(Attendance)),10:04:out(ME(Attendance)),11:11:in(ME(Attendance)),12:27:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:51:08.670,NULL
1171,28033,2021-06-08,"09:00:in(ME(Attendance)),12:00:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:41:55.630,NULL
1172,28039,2021-06-08,"09:00:in(ME(Attendance)),12:00:in(ME(Attendance)),17:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-04 05:41:56.270,NULL
1078,8084,2021-02-20,"09:00:in(ME(Attendance)),18:12:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:51:26.130,NULL
1079,8084,2021-05-08,"09:00:in(ME(Attendance)),10:45:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:51:31.647,NULL
1173,2763,2021-06-12,"09:00:in(ME(Attendance)),03:14:out(ME(Attendance)),03:30:out(ME(Attendance)),",P,2021-07-04 05:51:20.833,NULL
1174,2789,2021-06-15,"09:00:in(ME(Attendance)),13:30:out(ME(Attendance)),13:30:out(ME(Attendance)),14:49:in(ME(Attendance)),21:30:out(ME(Attendance)),",P,2021-07-04 05:51:37.613,NULL
1082,8087,2021-03-06,"08:50:in(ME(Attendance)),09:00:in(ME(Attendance)),17:31:out(BA),",P,2021-07-01 10:52:06.727,NULL
1083,8087,2021-05-10,"09:00:in(ME(Attendance)),11:16:in(ME(Attendance)),17:31:out(ME(Attendance)),",P,2021-07-01 10:52:11.880,NULL
1084,4761,2021-05-31,"09:00:in(ME(Attendance)),19:30:out(ME(Attendance)),01:50:out(ME(Attendance)),",P,2021-07-01 10:53:16.263,NULL
1085,4769,2021-02-17,"09:00:in(ME(Attendance)),20:45:out(ME(Attendance)),01:30:out(ME(Attendance)),",P,2021-07-01 10:53:35.270,NULL
1086,4769,2021-03-17,"08:51:in(BA),20:43:out(BA),01:30:out(ME(Attendance)),01:33:(BA),",P,2021-07-01 10:53:38.230,NULL
1087,4773,2021-01-18,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),19:30:out(ME(Attendance)),",P,2021-07-01 10:53:47.203,NULL
1088,4813,2021-03-25,"09:06:in(BA),13:05:out(BA),17:30:out(ME(Attendance)),",P,2021-07-01 10:54:33.790,NULL
1089,153,2021-05-07,"09:00:in(ME(Attendance)),09:21:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:55:03.440,NULL
1090,2712,2021-04-03,"09:00:in(BA),17:39:out(BA),18:17:out(ME(Attendance)),",P,2021-07-01 10:55:14.280,NULL
1175,2829,2021-06-26,"19:33:in(QC/STR/GMD),06:48:out(QC/STR/GMD),15:35:in(QC/STR/GMD),",P,2021-07-04 05:56:06.827,NULL
1092,5023,2021-02-16,"09:00:in(ME(Attendance)),17:30:out(ME(Attendance)),21:29:out(ME(Attendance)),",P,2021-07-01 10:55:51.130,NULL
1093,5032,2021-05-22,"09:00:in(ME(Attendance)),09:30:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:56:12.557,NULL
1176,2883,2021-06-26,"19:43:in(QC/STR/GMD),06:58:out(QC/STR/GMD),15:35:in(QC/STR/GMD),",P,2021-07-04 05:56:12.200,NULL
1095,8503,2021-05-22,"09:00:in(ME(Attendance)),09:30:in(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 10:57:22.493,NULL
1096,27773,2021-05-01,"09:00:in(ME(Attendance)),18:30:out(ME(Attendance)),19:00:out(ME(Attendance)),",P,2021-07-01 11:16:23.927,NULL
1177,16027,2021-06-26,"19:30:in(QC/STR/GMD),07:03:out(QC/STR/GMD),15:01:in(QC/STR/GMD),",P,2021-07-04 05:56:19.870,NULL
1098,1960,2021-01-21,"09:00:in(ME(Attendance)),15:30:out(ME(Attendance)),17:30:out(ME(Attendance)),",P,2021-07-01 11:23:47.823,NULL
1178,3713,2021-06-20,"06:50:in(QC/STR/GMD),06:58:out(QC/STR/GMD),15:00:in(QC/STR/GMD),",P,2021-07-04 05:56:24.323,NULL
1100,18009,2021-03-16,"06:58:in(MS/TR03),10:17:out(MS/TR03),19:35:in(MS/TR03),",P,2021-07-01 11:34:58.780,NULL
1101,4539,2021-04-09,"18:49:in(MS/TR03),18:56:out(MS/TR03),07:32:in(MS/TR03),",P,2021-07-01 11:36:11.000,NULL
