4346,5
891,5
4393,5
4387,5
872,5
4332,5
2860,4
16040,4
5109,4
28003,4
2984,4
2439,4
2808,4
5159,4
2401,4
2992,4
2943,4
16065,4
2481,4
2827,4
2440,4
2874,4
2845,4
2411,4
16057,4
2852,4
4314,4
4312,4
7004,4
16037,4
16030,4
16031,4
16045,4
18006,4
4325,4
3061,4
28011,4
2859,4
2862,4
4542,4
16060,4
16027,4
16020,4
2868,4
28022,4
2841,4
16041,4
2839,4
2449,4
2961,4
16035,4
16007,4
2312,4
2873,4
2476,4
18002,4
16055,4
2866,4
3025,4
18008,4
2849,4
2829,4
18013,4
2442,4
2883,4
16063,4
2972,4
2865,4
2994,4
3063,4
3640,4
16029,4
2403,4
4338,4
2415,4
18012,4
2322,4
3067,4
3713,4
2835,4
16012,4
2878,4
2475,4
2453,4
2877,4
2458,4
2465,4
2869,4
12001,4
16046,4
3056,4
16053,4
2433,4
2840,4
7008,4
16059,4
18014,4
2887,4
2861,4
2851,4
2953,4
18018,4
3079,4
2867,4
16042,4
4305,4
28014,4
16051,4
16044,4
2850,4
2915,4
18004,4
2828,4
2830,4
2926,4
2875,4
3071,4
16048,4
2454,4
18009,4
2832,4
2876,4
16003,4
4540,4
2886,4
4539,4
2863,4
2947,4
2857,4
2842,4
2833,4
18007,4
4303,4
16061,4
4402,4
2853,4
2987,4
2846,4
2917,3
3050,3
4703,3
799,3
3901,3
2805,3
3001,3
1974,3
1938,3
2810,3
736,3
727,3
16039,3
28005,3
1983,3
1979,3
3024,3
3983,3
751,3
2817,3
3906,3
2782,3
2930,3
3028,3
16011,3
16062,3
2813,3
3033,3
3952,3
725,3
1932,3
3903,3
16019,3
798,3
11008,3
1991,3
2951,3
2804,3
2002,3
3009,3
3940,3
2822,3
3924,3
3016,3
2803,3
1990,3
3026,3
2965,3
3915,3
4370,3
3974,3
28007,3
1976,3
2001,3
3928,3
28028,3
1937,3
754,3
1917,3
1988,3
3908,3
1984,3
3904,3
4344,3
28021,3
732,3
3910,3
3941,3
2966,3
2802,3
2626,3
3966,3
3982,3
2910,3
2929,3
3907,3
1943,3
749,3
2806,3
11026,3
4664,3
2927,3
730,3
28029,3
6860,3
1977,3
16033,3
3955,3
737,3
2997,3
3977,3
2912,3
2664,3
2814,3
1978,3
7285,3
2818,3
3968,3
27053,2
27803,2
4612,2
6836,2
27080,2
4771,2
4466,2
15004,2
27225,2
27693,2
2265,2
27719,2
27194,2
4611,2
27776,2
4404,2
5069,2
4756,2
27703,2
3519,2
27523,2
27793,2
27574,2
4622,2
4517,2
1949,2
1994,2
27031,2
5082,2
27624,2
4809,2
4525,2
27608,2
6804,2
27785,2
27804,2
27321,2
1980,2
27143,2
27823,2
4590,2
3530,2
27039,2
27060,2
27557,2
12011,2
8084,2
4514,2
4452,2
27610,2
27839,2
27339,2
4643,2
27164,2
3561,2
19046,2
16017,2
27088,2
8017,2
27079,2
702,2
27002,2
27756,2
27834,2
16066,2
1965,2
780,2
4762,2
2232,2
27735,2
27656,2
27326,2
4813,2
27314,2
3568,2
1928,2
27189,2
4559,2
5087,2
5052,2
8030,2
27336,2
27370,2
27565,2
27067,2
701,2
27796,2
27597,2
4674,2
5072,2
5073,2
27307,2
8018,2
27684,2
4302,2
5059,2
8005,2
27139,2
27044,2
27291,2
27042,2
27014,2
27818,2
4504,2
27422,2
27165,2
27410,2
27767,2
27769,2
27159,2
27174,2
4658,2
27123,2
27005,2
5079,2
27396,2
27841,2
4523,2
27131,2
27350,2
27627,2
27214,2
4604,2
27183,2
27112,2
27141,2
4554,2
27700,2
27782,2
27172,2
4707,2
27726,2
27617,2
27778,2
4536,2
6844,2
4666,2
4826,2
714,2
4653,2
4310,2
4447,2
10001,2
27453,2
27285,2
15002,2
27745,2
27708,2
27378,2
27820,2
27346,2
4502,2
6841,2
27712,2
8045,2
4757,2
27241,2
27525,2
6812,2
27063,2
4815,2
3514,2
4470,2
4820,2
4318,2
27191,2
27541,2
27727,2
4694,2
27268,2
8057,2
27072,2
5081,2
3504,2
27012,2
27219,2
27838,2
27295,2
27155,2
27437,2
8026,2
5075,2
4438,2
4581,2
27667,2
27773,2
711,2
27019,2
3553,2
5083,2
27345,2
27775,2
15009,2
716,2
27619,2
27792,2
4667,2
5068,2
27602,2
27488,2
27057,2
27386,2
27759,2
8067,2
27757,2
27105,2
27157,2
4532,2
27455,2
27050,2
27732,2
27059,2
27534,2
4431,2
4409,2
703,2
4556,2
27780,2
27325,2
27571,2
27720,2
4769,2
3543,2
27235,2
27187,2
27661,2
8032,2
27125,2
27559,2
4719,2
8006,2
27505,2
27204,2
8012,2
8063,2
27310,2
27764,2
27091,2
27743,2
27566,2
3522,2
27444,2
27694,2
27457,2
10009,2
8035,2
4522,2
27070,2
4315,2
16067,2
15007,2
27634,2
6856,2
27760,2
4804,2
27110,2
27716,2
4819,2
14006,2
27631,2
1936,2
4473,2
4377,2
27134,2
27041,2
153,2
27090,2
3512,2
4516,2
27029,2
5055,2
4509,2
27287,2
27150,2
27540,2
27795,2
27130,2
8082,2
27120,2
27435,2
4320,2
27783,2
4641,2
5071,2
8011,2
4553,2
4755,2
4577,2
27340,2
27825,2
27594,2
3507,2
27327,2
27259,2
4645,2
4527,2
27791,2
8072,2
4512,2
12020,2
27845,2
27754,2
4784,2
3526,2
27306,2
5067,2
27589,2
27102,2
27058,2
27809,2
11016,2
27074,2
27073,2
769,2
6875,2
3520,2
27212,2
27450,2
709,2
27128,2
4655,2
27021,2
3549,2
4424,2
27158,2
27148,2
6835,2
27582,2
27401,2
27843,2
27758,2
15003,2
27362,2
8085,2
4507,2
748,2
4636,2
6845,2
27728,2
4654,2
4420,2
27133,2
27086,2
8027,2
712,2
27352,2
8081,2
760,2
1953,2
27200,2
4403,2
27476,2
4685,2
27454,2
8058,2
27054,2
4423,2
27837,2
27668,2
2679,2
6842,2
4695,2
4623,2
27849,2
6857,2
27832,2
27220,2
27486,2
27478,2
4727,2
27223,2
3503,2
8015,2
4561,2
27062,2
27199,2
27196,2
8076,2
27630,2
27545,2
27687,2
27647,2
27234,2
27666,2
27801,2
4722,2
27518,2
27549,2
8019,2
27066,2
4659,2
10005,2
27415,2
27049,2
27098,2
27367,2
27768,2
27521,2
27501,2
27359,2
27819,2
4386,2
27188,2
27787,2
27535,2
27119,2
27170,2
4631,2
15012,2
27833,2
4511,2
3575,2
27846,2
4416,2
4440,2
4785,2
26236,2
27303,2
27161,2
27087,2
27010,2
4644,2
27826,2
4642,2
27429,2
3506,2
8073,2
27704,2
27372,2
1962,2
6831,2
27211,2
8066,2
4418,2
27595,2
27317,2
8054,2
6813,2
27490,2
3516,2
27710,2
27249,2
8028,2
27093,2
27137,2
4389,2
781,2
27740,2
4526,2
27729,2
3556,2
27774,2
15019,2
6847,2
27238,2
4334,2
4535,2
4599,2
27271,2
710,2
27576,2
8083,2
779,2
717,2
4378,2
5078,2
27680,2
15015,2
10014,2
4384,2
1935,2
4545,2
27474,2
4652,2
27269,2
16068,2
4436,2
27835,2
4401,2
4501,2
27504,2
27788,2
27840,2
27071,2
4773,2
5080,2
27650,2
3560,2
27003,2
4413,2
762,2
4603,2
27683,2
4767,2
8004,2
4515,2
27442,2
8075,2
28024,2
1960,2
4391,2
4693,2
2407,2
27043,2
5309,2
27777,2
27252,2
4474,2
744,2
713,2
27403,2
4818,2
27744,2
27224,2
15005,2
27247,2
27111,2
27717,2
27632,2
27095,2
27245,2
27798,2
4422,2
27052,2
27381,2
27548,2
8041,2
27280,2
4570,2
27850,2
27682,2
27142,2
4543,2
27599,2
27502,2
27724,2
8023,2
27390,2
10012,2
27113,2
4412,2
757,2
4405,2
27828,2
27575,2
27532,2
27784,2
27069,2
27355,2
27702,2
3523,2
27118,2
27479,2
27101,2
10004,2
27028,2
4530,2
27078,2
27089,2
27107,2
4761,2
27736,2
6800,2
27800,2
27448,2
27419,2
3529,2
5066,2
27663,2
1931,2
27427,2
27341,2
8016,2
27168,2
4537,2
27789,2
27817,2
27236,2
4388,2
27543,2
27179,2
27231,2
27830,2
3502,2
27688,2
27664,2
27772,2
27122,2
15008,2
3510,2
4448,2
10010,2
27473,2
27239,2
715,2
6808,2
5077,2
27527,2
27169,2
4538,2
27330,2
3505,2
1998,2
154,2
4774,2
27377,2
8009,2
27628,2
8078,2
27038,2
3515,2
4616,2
8013,2
3588,2
27844,2
27289,2
4656,2
4462,2
4379,2
27645,2
27361,2
16069,2
27715,2
27104,2
27637,2
4720,2
6821,2
27495,2
1905,2
27466,2
27587,2
8065,2
27308,2
5086,2
4608,2
27698,2
4657,2
4441,2
10003,2
27797,2
3552,2
27781,2
4408,2
5053,2
4382,1
27440,1
27851,1
3847,1
2720,1
5023,1
4241,1
5217,1
27836,1
26011,1
12008,1
5124,1
5263,1
3629,1
25118,1
25004,1
27184,1
5240,1
4015,1
27738,1
3799,1
27747,1
25015,1
26209,1
26141,1
5012,1
25054,1
19022,1
26080,1
25180,1
26204,1
26187,1
19006,1
27730,1
25080,1
4064,1
25101,1
